,kAP,kPA,konA
299,0.05198467299614171,0.0007801842996821629,0.0037026321356490185
300,0.00032182756531714944,0.08520727586671442,0.03256856886090247
301,0.033248602891448174,0.01233351691280547,0.04625462448776549
302,0.003075835537743805,0.06296113391118158,0.0014383561857223076
303,0.008123920537838919,0.004844786850235281,0.0164451821621259
304,0.031091223083963317,0.0672784620076215,0.010944242013032493
305,0.029968969655926297,0.09341894024696486,0.025827117800003956
306,0.002025020595243302,0.02956832633390129,0.0029752461852887682
307,0.0003396861106143723,0.00011394246647493239,0.06674835428827589
308,0.09517488066240375,0.08205873328282307,0.014182669627122217
309,0.0018920027963405517,0.0002890770026410071,0.00289882666120753
310,0.035097740373679735,0.015917808019894217,0.04337726044896367
311,0.00018966359089086387,0.04114777823646443,0.0740482538597588
312,0.00404189859319417,0.005396746592791731,0.001843100959974702
313,0.0003221108595254275,0.009324095106926562,0.013373489243205732
314,0.035532175882562814,0.00030793068621822123,0.002429205163096232
315,0.005490366636953556,0.009505065637437906,0.012182682773618083
316,0.0034199230560372244,0.0003218415835439447,0.04239157828234545
317,0.0001678161679470086,0.0003105474964134875,0.031233107865838747
318,0.005080918533831203,0.009658810537626043,0.0024765075684219525
319,0.08462158062908531,0.027862107630147827,0.008517204163854734
320,0.0006751324267919092,0.0009244613392437773,0.05864220337076593
321,0.008297318033136302,0.05133169352679843,0.004519095141428402
322,0.00011070464407281372,0.07730098739478856,0.0010670103657770542
323,0.02422706471211304,0.0034487539567092905,0.021759279250471778
324,0.01194010564811912,0.008719921276619238,0.044783743244277655
325,0.035563774284438236,0.0015519785043209605,0.014873520675139449
326,0.0012986884960897783,0.08804550593933712,0.0013393983239843477
327,0.00454417632247724,0.001364676160882656,0.021076873220389186
328,0.0009638196012716507,0.025552823874003355,0.03219822520513927
329,0.00016254724084612573,0.04558475214335299,0.021949344807887346
330,0.06481830849227492,0.0001095215267568452,0.003972774824473197
331,0.05055371969975668,0.01892563948196116,0.001653567303591734
332,0.0006295470518244859,0.02722800930679108,0.02565799327772173
333,0.060872051594979354,0.0007144717163361415,0.04915006358161257
334,0.0034887620938910415,0.02296911315344114,0.004367500801759463
335,0.00028175156517176893,0.0003268877399539066,0.005309422973085756
336,0.00024788208940762567,0.023446137956212452,0.005476282253196573
337,0.00013095455556817037,0.0006498692446691364,0.06922170167997785
338,0.0002745879851861802,0.09423426607167346,0.056875844296187215
339,0.008133690129303336,0.004170656525238937,0.009953019611891871
340,0.011177620848090597,0.00022865413223685865,0.007542564912158595
341,0.0004153547084159356,0.0004388866578588919,0.07266226979822654
342,0.0008730285051040475,0.00041051396622105883,0.02536957420143654
343,0.031041956301163687,0.00024578268377285144,0.05874428934022509
344,0.00010473626242133838,0.00043586705213067715,0.03125826056378912
345,0.0009580768093530113,0.0018731814350365218,0.06197776608614993
346,0.08443487506354909,0.059163971754809655,0.009835492815424528
347,0.014649835199355527,0.018190779373592553,0.006563519511073922
348,0.0004081601234140497,0.01451423602210558,0.011953953216354753
349,0.05256383478662466,0.05491725060889596,0.014609349889922532
350,0.028927888913504816,0.0046524033385507285,0.007231429792149324
351,0.02306442100208052,0.040552052215922646,0.020617980709124344
352,0.0005243952946084708,0.004479337399904923,0.002364360855957018
353,0.0006677795587999124,0.03956848921252056,0.0010009436958947366
354,0.09236892765516076,0.00817969712769622,0.0011847955197014789
355,0.0010563247716723968,0.0026581523917754623,0.019637395303920314
356,0.042064691026492504,0.08193647022847766,0.00820513495292037
357,0.001992193073917655,0.00021494437353317285,0.03106980438644822
358,0.0001147023412646735,0.003136834227159245,0.08730024903602863
359,0.0005522903953812256,0.0015268602728757388,0.006534244519613779
360,0.02754312691447349,0.0012564757035675319,0.03431313396273761
361,0.0003379776851690579,0.006603959298279216,0.007783742393362334
362,0.0006231779314743318,0.002120101255572913,0.03751102273535976
363,0.03627178969716879,0.03431001230482508,0.001389988872816602
364,0.00030370063111827386,0.06555909804365619,0.0014235619372538633
365,0.0002260576668227163,0.013570209495107422,0.021674332521146956
366,0.001991954630172129,0.0001213139589170206,0.019800839150533156
367,0.0036107220172714224,0.002838776578386418,0.0011195764248759022
368,0.09308417143234801,0.0002636472029273847,0.06448259222186821
369,0.0002675485700674578,0.00016349798494613246,0.03820732393043968
370,0.0002976163054406487,0.000379376020880566,0.038178284993170705
371,0.0001736628694983487,0.03200716221120622,0.0569711375465116
372,0.023195386460373685,0.0003816598377009128,0.028722647864795402
373,0.0014869997214053074,0.019516868278115277,0.03700900550284962
374,0.00025492747943750473,0.00742817762317457,0.00142736036145466
375,0.010676997887842396,0.0014134765016988544,0.013028283183026287
376,0.0054110637881851446,0.006124803780542539,0.001998116107327293
377,0.0017023171413143798,0.07580845057874276,0.001166455109406093
378,0.0011152290487266513,0.0027522574202457372,0.014925916302430278
379,0.03525222982106049,0.004924065548203219,0.003471780106136375
380,0.00011792860793161041,0.02020778837394131,0.08349011670420393
381,0.00028924667354192666,0.008685828179152465,0.0041910459661321335
382,0.0564360001869592,0.0003702587289150075,0.03735263609865757
383,0.00021618503164967252,0.0011566014622616248,0.04381738236669486
384,0.0007973468482374113,0.0022357238967292805,0.055587542541477256
385,0.021834731510788605,0.014843275624031288,0.015167777450568947
386,0.00032601915298279764,0.00033927170791689815,0.017375507110225463
387,0.041006809087560464,0.02325539152291409,0.005366292009713815
388,0.022461923710219232,0.0022298559472098234,0.00798245596531005
389,0.005697478403773732,0.003606446664397066,0.004923887528846817
390,0.010525523916813675,0.002303102265085278,0.010120243668307579
391,0.025382452240026714,0.07190143062622488,0.005437461289356996
392,0.00017051652841643204,0.0005513841422347679,0.023396240369744668
393,0.00033934148693012415,0.04423243108239473,0.028660687226870384
394,0.005788954029680456,0.005667757924608314,0.004096888152474245
395,0.0007236287975711424,0.004318129045788919,0.036641756424846336
396,0.0019326674080213317,0.05523694788211061,0.04388936153325465
397,0.01593264324358804,0.0008619583953638937,0.005417553645452468
398,0.01627357618706509,0.007472067110437239,0.095714222532411
399,0.00023110230879258426,0.00313377154860867,0.036114038683601045
400,0.0004193844866162911,0.0651424343510955,0.05242639336735378
401,0.0002476669353127661,0.008809918980577704,0.0068143431631779595
402,0.004491464156344166,0.06380518379276304,0.00196270214347961
403,0.0037543516891330206,0.03268238636862036,0.04715544635117666
404,0.04760994469196734,0.040087666093655716,0.01995823403152659
405,0.040423563490846255,0.01492130709890465,0.0837615340240976
406,0.00038702532309552303,0.023919458460555345,0.00182420222165979
407,0.0008138610592076278,0.0006758434811952842,0.0012349233091836949
408,0.010889875263509556,0.005007118940315351,0.005812864943564751
409,0.0034184898991742596,0.0005399738993879076,0.0012988355589847072
410,0.00047114572388273394,0.01077414742528992,0.0012701476921339193
411,0.08188207847840656,0.06032419097030262,0.07589984761392389
412,0.00011966588237864118,0.006947794155332496,0.012996533869771548
413,0.06571399992177474,0.0002859887569346455,0.0024355308372345607
414,0.013127781620270333,0.006863940794600538,0.0029050528002192836
415,0.0032394969066177697,0.00013593843308957375,0.028853984086695258
416,0.001999049283818678,0.005981752688022665,0.003291836926003659
417,0.047965102134778025,0.00013444681376981288,0.07787856171783725
418,0.009670463872397663,0.0002413486170322879,0.006229075044301696
419,0.030083198950021522,0.04896512171602006,0.0016658578475171111
420,0.008963907607933684,0.005984262187677482,0.030239361345398334
421,0.002246460347750899,0.001981394805495314,0.017066889451504797
422,0.00017539192469788082,0.013386421637162612,0.007419692219060682
423,0.0001215376169725625,0.00019831237538813726,0.004219611832406035
424,0.010731871824207437,0.005366807814817336,0.04822295302415763
425,0.0011932814856257976,0.011895230374275773,0.009692299210337473
426,0.01921124210216202,0.005369347837969316,0.016568072765619817
427,0.0005925751511289082,0.011351591724854577,0.0015557567839907462
428,0.0007217998311766562,0.011244291548828311,0.0014026329873407341
429,0.05221730588369264,0.010866644907811644,0.014830685408461112
430,0.0031830720455693962,0.012162672769532772,0.004304261530186066
431,0.002086104010608166,0.000917950855983411,0.02813608715655572
432,0.006123914672256495,0.0329572286624467,0.055022768743829206
433,0.004981092203300694,0.00019931108763036485,0.028131138041805632
434,0.004791983678543714,0.0017219045798967444,0.010203151260249324
435,0.002419391650812507,0.03487709484018067,0.040405000123929065
436,0.06260037935129356,0.0012132662509087763,0.06398443463921374
437,0.0008186465380130808,0.00982932795411945,0.001105495081613979
438,0.029682832050125316,0.002352608979195141,0.017235469297258766
439,0.00021774998663471074,0.00028286441828593743,0.041978418885457294
440,0.0005944880473875208,0.002326790210086061,0.007900804103680917
441,0.03710578717423696,0.014907486633200108,0.002559229591280641
442,0.0001353328121811059,0.00011928557291644444,0.022404098535452104
443,0.00018886871082790323,0.00480691163623493,0.005847852323748538
444,0.003762421142054509,0.02894970242871307,0.06550021032789821
445,0.00014694453761480975,0.0009899839017312392,0.08344632859921987
446,0.0008239936163671688,0.006216504021269267,0.009218517036295596
447,0.09643775143643592,0.00011061744226451044,0.0013002544590870265
448,0.008066408137754222,0.027319370917236383,0.06188129582376206
449,0.07843348370470095,0.0005583176706805424,0.012335991937596312
450,0.021397903896761793,0.0014145870688041422,0.00500288222082988
451,0.002404987286738044,0.004018052711759603,0.059258031709808985
452,0.0057537290860306955,0.037033954833760124,0.010029830738177878
453,0.0001635814748162774,0.00011657862649074407,0.011410071725094542
454,0.0007303170735092421,0.025329065059595434,0.025083856195359935
455,0.0019791140391305965,0.004035521611125326,0.002186219838497665
456,0.0004672484977232992,0.001234064281111559,0.001663290981240981
457,0.0061029317835285726,0.00012220910220083102,0.09739761712533068
458,0.015385463796043991,0.00027012481893850724,0.049542276544471124
459,0.025049170116856947,0.07589538750363785,0.07771617605677814
460,0.009150162338900524,0.0011987685377072435,0.005793641695548157
461,0.0672879538249909,0.0021545448604821256,0.0010086772044571235
462,0.0001381127074265231,0.0009091064246137201,0.07435195221715911
463,0.0106313643487803,0.09211743270284785,0.001388887464820698
